Brand & Model + Spec,Unit Price,Seller
"ASUS ROG Zephyrus Duo 16, Laptop, AMD Ryzen 9 7945HX, 16GB RTX 4090, Gaming Laptop (32GB/2TB SSD/Windows 11/With Office",Rs. 429990,Mashiva Tech.9990666322
"Lenovo ThinkPad E14, Intel Core i5 12th Gen Laptop (16GB RAM/512GB SSD/Windows 11 Home/MS Office H",Rs. 70790,""""
"Lenovo V14, i5 12th gen, 8gb, 512gb , dos, 14inch, 1 yrs adp, 38900 tax extra",Rs. 38900,GNK Traders7428556651
"Lenovo V14, i3 12th gen, 8gb, 512gb ssd, Dos, 14inch, 1 yrs adp, bag, price 30000 tax extra",Rs. 30000,""""
"Lenovo ThinkPad E14 21E3S02M00, i7 12th gen, 16gb, 512gb,window pro, 3 yrs warranty, bag, price 86000 tax extra",Rs. 86000,""""
"Lenovo Thinkpad E14 21E3S06Q00, i3 12th, 8GB, 512GB SSD,No OS, FPR, 1 Yrs Warranty, Bag Price 36000 Tax extra",Rs. 36000,""""
"Lenovo Thinkpad E14 21EBS00600, Ryzen 5 5625u, 8gb, 512gb , NO OS, 1 yrs warranty, bag, price 40500 tax extra",Rs. 40500,""""
"Lenovo Thinkpad E15 21E6S05F00, i5 12th gen, 8gb, 512gb, window pro, 1 yrs warranty, bag , price 62500 tax extra",Rs. 62500,""""
"Lenovo ThinkPad E15 21E6S05700, i5 12th gen, 8gb, 512gb, DOS, 1 yrs warranty, bag price 54500 tax extra",Rs. 54500,""""
"ASUS LAPTOP, ASUS LAPTOP X1502ZA EJ532WS	90NB0VX1 M01D70	Intel®Core  i5 1235U   8GB 4*2 DDR4 512GB PCIe 3.0 SSD 15.6 inch FHD 1920 x 1080 16:9  Quiet Blue  Backlit KB  Win 11 Home MS Office",Rs. 49500,S.K. Enterprises9810695625
"Lenovo Yoga 7, Intel Core i7-1360P Laptop(16GB/512GB SSD/Win 11/Office 2021",Rs. 112990,Mashiva Tech.9990666322
"HP Pavilion x360, x360,12th Gen Intel Core i5-1235U 8GB RAM/512GB SSD 14-inch(35.6 cm) Micro-Edge FHD Multitouch-Enabled Laptop/Intel Iris Xe Graphics/Backlit KB/Pen/Alexa/B",Rs. 70999,""""
"Dell Vostro 5620, Intel Core i5-1240P Processor/ 8GB DDR4/ 512GB SSD Windows 11  MSO21",Rs. 64990,""""
"HP LAPTOP, HP Desktop 280 Pro G6 MT i3 10100 3.6 GHz 4GB DDR4 1TB HDD No ODD DOS 3 yr warranty",Rs. 27500,S.K. Enterprises9810695625
"DELL LAPTOP, Dell Latitude 3420 FHD
Ci5 11th 8 GB 512 GB SSD Ubantu Backlit 3 yr adp warranty  Bag",Rs. 56000,""""
"Apple MacBook Air, Laptop with M2 chip: 34.46 cm (13.6-inch) Liquid Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone/iPad; Starlight",Rs. 107990,Mashiva Tech.9990666322
"Apple MacBook Air, Laptop M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Silver",Rs. 81999,""""
"HP Envy x360, Intel Core i5-1235U,15.6 inch(39.6cm) 2-in-1Creator Laptop,16GB RAM,512GB SSD,Intel Iris Xe Graphics,Eye Safe,5MP IR Camera, B",Rs. 82999,""""
"Dell Latitude 5420, Intel Core i5-10310U Processor ll 8GB RAM ll 512GB SSD ll RJ45 ll Windows 10 Pro ll 3 Year ADP Warranty",Rs. 69999,""""
"Lenovo ThinkPad P14s, 11th Gen Intel Core i7 Laptop (16GB RAM/512GB SSD/Windows 11 Pro/NVIDIA T500 4GB",Rs. 109999,""""
"DELL LAPTOP, Dell New 14 Latitude 3420- i3 11th Gen  8 GB 512 GB SSD  14 Full HD 1920 x 1080 Pixels UbuntuDos  1 Year Onsite with ADP",Rs. 34900,S.K. Enterprises9810695625
"HP  ProBook 445 G8, Notebook PC, AMD Ryzen 7 5800U Processor, 14 inchLaptop/8GB RAM/512GB SSD/Narrow Bazel/AMD Radeon Graphics/DOS",Rs. 45999,Panacea Innovative Technologies9990666334
"Apple MacBook Air, Laptop with M2 chip: 34.46 cm (13.6-inch) Liquid Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone/iPad; Silver",Rs. 106990,Mashiva Tech.9990666322
"HP Pavilion 14, 12th Gen Intel Core i5 8GB RAM/512GB SSD Laptop/Intel Iris Xe Graphics/B",Rs. 62190,""""
"Dell Inspiron 3501, Intel 11th Gen Core i5-1135G7 Laptop (8GB/1TB   256GB SSD/Windows 10   MS Office 2019/",Rs. 58999,""""
"Lenovo V15, Intel Core i3 12th Gen Laptop (8GB RAM/512GB SSD/Windows 11 Home",Rs. 37990,""""
"HP Pavilion Aero, AMD Ryzen 5 13.3 inch(33.8cm) WUXGA IPS Micro-Edge Laptop(16GB RAM/512GB SSD/AMD Radeon Graphics/Win 11/MSO/Backlit Keyboard/B",Rs. 68999,""""
"Dell Inspiron 5630, 13th Gen Laptop, Intel Core i5 Processor/16Gb LPDDR5/512GB Windows 11  MSO21",Rs. 75999,""""
"Lenovo IdeaPad Slim 3, Intel Core i3 12th Gen Laptop (8GB/512GB SSD/Windows 11/Office 2021",Rs. 39999,""""
"Apple  MacBook Air, Laptop with M2 chip: 38.91cm (15.3 inch) Liquid Retina Display, 8GB RAM 512GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera,Touch ID. Works with iPhone/iPad; Midnight",Rs. 154990,""""
"Hp Pavilion X360, 11Th Gen Intel Core I3 14 Inches Fhd Multitouch 2-in-1 Laptop(8Gb Ram/512Gb Ssd/B",Rs. 53999,""""
"Dell Vostro 3420, Intel Core i5-1135G7 Processor/ 16GB / 512GB SSD Windows 11   MSO21",Rs. 52499,""""
"Lenovo IdeaPad Slim 3, Intel Core i5 11th Gen Laptop (16GB/512GB SSD/Win 11/Office 2021",Rs. 53999,""""
"Lenovo IdeaPad Slim 3, Intel Core i5 12th Gen Laptop (16GB/512GB SSD/Windows 11/Office 2021",Rs. 55999,""""
"Apple  MacBook Air, M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage",Rs. 79499,Panacea Innovative Technologies9990666334
"Lenovo ThinkBook 15, i5 12th, 8GB, 512GB SSD, Window Pro, 15.6inch screen, Bag,1yrs warranty, Price 54000 tax extra",Rs. 54000,GNK Traders7428556651
"Lenovo Thinkpad 21E3S02M00, i7 12th,14inch screen, 16GB, 512GB SSD, Window Pro, 3 yrs Warranty, Bag, Price 86500 Tax Extr",Rs. 86500,""""
"Lenovo ThinkPad 21E3S02900, i5 12th,14inch screen,  16GB, 512GB SSD, Window Pro, 3 yrs Warranty, Bag, Price 66500 Tax Extra",Rs. 66500,GNK Traders7428556651
"Lenovo Thinkpad 21E3S00L00, i5 12th, 8GB, 512GB SSD, Window Pro, 3Yrs Warranty, Bag Price 64500 Tax Extra",Rs. 64500,""""
"Lenovo Thinkpad, i5 12th, 8GB, 512GB SSD,No OS, FPR, 3 Yrs Warranty, Bag Price 55500 Tax extra",Rs. 55500,""""
"Lenovo ThinkPad 21E3S06Q00, i3 12th, 8GB, 512GB SSD,No OS, FPR, 1 Yrs Warranty, Bag Price 36000 Tax extra",Rs. 36000,""""
"HP FY- 5202 TU, HP 15s (2023) Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s - FY 5002TU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)",Rs. 53400,AVS Infomedia6397301845
"HP 14-EK 1021 TU, HP Pavilion X360 14-Ek1021TU (13th Gen Core I7 -1355U/ 16GB/ 512GB SSD/ MSO H",Rs. 86500,""""
"MSI  GF63 Thin, Intel Core i7-11800H, 40CM FHD 144Hz Gaming Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX 3050, GDDR6 4GB/Black/1.8Kg), 11UC-1293IN",Rs. 70965,3ds Systems Pvt Ltd9990666370
"HP 250 G8, CORE I3-11TH/8GB/512 SSD/LED 15.6 /DOS NEW BOX PACK",Rs. 30500,AVS Infomedia6397301845
"HP DV-2041 TU, HP Pavilion{ TOUCH } - DV2041TU Intel Core i5 12th Gen (14 inch, 16GB, 512GB, Windows 11 Home, MS Office Home and Student, Intel Iris Xe Graphics, FHD Display, Natural Silver",Rs. 63500,""""
"HP 240 - G8, NEW BOX - HP 240-G8 Intel CORE I3-11TH/8GB/512 SSD/LED 14/DOS",Rs. 30600,""""
"HP 250G8, 11th  8GB  512SSD  14.1”  DOS  3YR.",Rs. 39500,Mapple It Solutions9958899069
"APPLE M1, Laptop M1 chip,8GB RAM, 256GB SSD Storage,",Rs. 77500,""""
"LENOVO THINKPAD E15, I3- 12TH GEN 8GB RAM 512GB SSD 15INCH DOS 1 YEAR WARRANTY",Rs. 37200,""""
"DELL LATITUDE 3420, I3-11TH GEN 8GB RAM 256GB SSD 14 DISPLAY 1 YEAR WARRANTY",Rs. 35500,""""
"APPLE  MACBOOK AIR M1, M1/8GB Ram/256GB SSD SPACE GREY",Rs. 74500,Orale It Solutions9863569628
"HP 15-FD0013DU, 13th Gen Intel Core i5-1335U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe Graphics",Rs. 64990,""""
"LENOVO  THINKPAD E15, I3-12TH GEN 8GB RAM 512GB SSD DOS 1 YEAR WARRANTY AVAILABLE AT BEST PRICE",Rs. 38300,""""
"DELL G15-5520, i7-12650H, 16GB DDR5, 512GB SSD, NVIDIA GEFORCE RTX 3060 (6GB GDDR6)",Rs. 110999,""""
"Lenovo  E15, I3- 12TH GEN 8GB RAM 512GB SSD 15INCH DOS 1 YEAR WARRANTY",Rs. 37200,Mapple It Solutions9958899069
"Dell Latitude 3420, I3-11TH GEN 8GB RAM 256GB SSD 14 DISPLAY 1 YEAR WARRANTY",Rs. 35500,""""
"HP Pavilion 15, AMD Ryzen 5 5625U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, AMD Radeon Graphics, FPR, Backlit KB, Audio by B",Rs. 58999,Panacea Innovative Technologies9990666334
"HP FQ 5112 TU, HP 15s-fq5112TU Intel Core i5 12th Gen (15.6 inch, 16GB, 512GB, Windows 11 Home, MS Office Home and Student 2021, Intel Iris Xe Graphics, Full HD Display, Natural Silver,",Rs. 59500,AVS Infomedia6397301845
"HP Victus, Gaming Laptop 11th Gen Intel Core i5-11400H 16.1 inch(40.9 cm) FHD IPS Gaming Laptop(16GB RAM/512GB SSD/NVIDIA GeForce GTX 1650 Graphics/Backlit KB/Win 11/B",Rs. 65490,Panacea Innovative Technologies9990666334
"Dell Inspiron 3511, Laptop, Intel Core i3-1115G4/8GB DDR4/512GB SSD/Windows 11   MSO21",Rs. 39499,""""
"Acer  Aspire Lite, 11th Gen Intel Core i5-1155G7 Thin and Light Laptop (16GB RAM/512GB SSD/Intel Iris Xe Graphics, Win 11 Home) AL15-51, 39.62cm",Rs. 42977,Mashiva Tech.9990666322
"DELL 3511 - INSPIRON, NEW BOX INSPIRON CORE I5-11TH / 8GB/ 512 GB NVME/LED 15.6/WINDOW/ OFFICE - BLACK",Rs. 46900,AVS Infomedia6397301845
"DELL 3511 - INSPIRON, NEW BOX INSPIRON CORE I3-11TH / 8GB/ 512 GB NVME/LED 15.6/WINDOW/ OFFICE - BLACK",Rs. 35900,""""
"HP 2515 TU, CORE I3-11TH/8GB/512 SSD/LED 15.6 / WIN   OFFICE / SILVER / WITH BAG / 1 YEAR WARRANTY",Rs. 36500,""""
"HP 15s, 12th Gen Intel Core i5 16GB RAM/512GB SSD 15.6-inch(39.6 cm) Micro-Edge Anti-Glare FHD Laptop/Win 11/Intel Iris Xe Graphics/Dual Speakers/Alexa/Backlit KB/MSO/Fast Charge, 15s- fq5112TU",Rs. 63990,Panacea Innovative Technologies9990666334
"Dell Inspiron 5430, 13th Gen Laptop, Intel i7 1360P/16GB/1TB SSD Win 11 MSO21",Rs. 85999,""""
"HP 14-EK1021TU, HP Pavilion x360 2-in-1 Laptop 14-EK1021TU
CORE I7-13TH GEN 
16GB RAM 
512 GB NVME 
WINDOW   MS OFFICE",Rs. 86000,AVS Infomedia6397301845
"DELL 3520 INSPIRON, NEW BOX INSPIRON CORE I3-11TH / 8GB/ 512 GB NVME/LED 15.6/WINDOW/ OFFICE - BLACK",Rs. 37500,""""
"Lenovo Ideapad 3, AMD Ryzen 5 5500U Laptop (8GB/512GB SSD/Windows 11/Office 2021",Rs. 45999,Panacea Innovative Technologies9990666334
"Acer  Swift 3, Premium Thin",Rs. 60968,Mashiva Tech.9990666322
"LENOVO  V14, NEW LENOVO V14 { CORE-I3 12TH GEN } RAM 8GB SSD 512 LED 14 DOS NEW BOX PACK(Inclusive of all taxes)",Rs. 31500,AVS Infomedia6397301845
"Dell Inspiron 5630, 13th Gen Laptop, Intel Core i5-1340P/16Gb LPDDR5/512GB Windows 11  MSO21",Rs. 75990,Panacea Innovative Technologies9990666334
"ASUS  Vivobook 14X, Creator Series Vivobook 14X OLED 2023, Intel Core i5-12450H 12th Gen, 14.0-inch 90Hz, Laptop (16GB/512GB SSD/NVIDIA GeForce RTX 2050/Win11 K3405ZFB-KM541WS",Rs. 79972,Mashiva Tech.9990666322
"HP  Victus Gaming, Laptop 15, 12th Gen Intel Core i7-12650H, 15.6-inch (39.6 cm), NVIDIA GeForce RTX 3050, FHD, 16GB DDR4, 512GB SSD (Win 11, MSO 2021, Blue, 2.29 kg),fa0188TX",Rs. 85539,""""
"HP DV 2041 TU, HP Pavilion{ TOUCH } - DV2041TU Intel Core i5 12th Gen (14 inch, 16GB, 512GB, Windows 11 Home, MS Office Home and Student, Intel Iris Xe Graphics, FHD Display, Natural Silver",Rs. 63500,AVS Infomedia6397301845
"HP 240 G8, NEW BOX - HP 240-G8 Intel CORE I3-11TH/8GB/512 SSD/LED 14/DOS",Rs. 30900,""""
"DELL 3511 INSPIRON, NEW BOX INSPIRON CORE I3-11TH / 8GB/ 512 GB NVME/LED 15.6/WINDOW/ OFFICE - BLACK",Rs. 36900,""""
"DELL 3520 INSPIRON, NEW BOX INSPIRON CORE I3-11TH / 8GB/ 512 GB NVME/LED 15.6/WINDOW/ OFFICE - BLACK",Rs. 38500,""""
"Apple MacBook Air, Laptop with M2 chip: 34.46 cm (13.6-inch) Liquid Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone/iPad; Space Grey",Rs. 106990,Panacea Innovative Technologies9990666334
"HP 15s fq2673TU, 11th Gen Intel Core i3-1115G4, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, Intel UHD Graphics, Thin",Rs. 50990,""""
"Dell Inspiron 5430, 13th Gen Laptop, Intel i7-1360P/16GB/1TB SSD Win 11 MSO21",Rs. 86999,""""
"Lenovo IdeaPad Slim 3, Intel Core i5 12th Gen  Laptop (16GB/512GB SSD/Windows 11/Office 2021",Rs. 58999,""""
"HP  Pavilion 14, 2th Gen Intel Core i5-1235U, 14-inch FHD, 16GB DDR4, 512GB SSD (Win 11, MSO 2021, Silver, 1.41 kg), dv2014TU",Rs. 65973,Mashiva Tech.9990666322
"HP 14-hr0001AU, Laptop 14, AMD Ryzen 5 7520U, 14-inch (35.6 cm), FHD, 8GB LPDDR5, 512GB SSD, AMD Radeon Graphics, FHD Camera w/Privacy Shutter, Backlit KB (Win 11, MSO 2021, Silver, 1.4 kg), hr0001AU",Rs. 49990,Panacea Innovative Technologies9990666334
"Lenovo V15, AMD Ryzen 3 7320u Laptop (8GB/512GB SSD/Windows 11",Rs. 33200,Mashiva Tech.9990666322
"HP FY 5202 TU, HP 15s (2023) Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)",Rs. 54000,AVS Infomedia6397301845
"Dell Inspiron 5430, 13th Gen Laptop, Intel i5-1335U/16GB/1TB SSD Win 11 MSO21/15 Month McAfee",Rs. 68999,Panacea Innovative Technologies9990666334
"HP Pavilion 14, 11th Gen Intel Core i5-1155G7, 14-inch (35.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe Graphics, FPR, Backlit KB, Audio by B",Rs. 62990,""""
"LENOVO V15 AMD RYZEN 3 7320, R3 13TH GEN, 8GB, 512GB SSD, WIN10 PRO   MS Office 2021",Rs. 33000,""""
"Lenovo  Legion 5 Pro, Intel Core i7 11th Gen  WQXGA Gaming Laptop (32GB/1TB SSD/8GB RTX 3070  82JD005LIN",Rs. 134973,Mashiva Tech.9990666322
"DELL 3511 - INSPIRON, NEW BOX INSPIRON CORE I3-11TH / 8GB/ 512 GB NVME/LED 15.6/WINDOW/ OFFICE - BLACK",Rs. 36500,AVS Infomedia6397301845
"Lenovo  IdeaPad Slim 3, Intel Core i5 12th Gen Laptop (16GB/512GB SSD/Windows 11/Office 2021",Rs. 53973,Mashiva Tech.9990666322
"LENOVO V15 AMD RYZEN 3, R3 7320u, 8GB RAM, 512GB SSD, Win10 Pro   MS office",Rs. 33990,Panacea Innovative Technologies9990666334
"HP 13-be2048AU, Pavilion Aero AMD Ryzen 7 7735U 13.3 inch(33.8cm) WUXGA IPS Micro-Edge Laptop(16GB RAM/1TB SSD/AMD Radeon Graphics/Win 11/MSO/Backlit Keyboard/B",Rs. 78999,""""
"Dell Inspiron 7420, Laptop,12th Gen Intel Core i3-1215U, 8GB/256GB SSD Windows 11   MSO21",Rs. 55990,""""
"DELL 3420 LATITUTE, CORE I3-11TH RAM 8GB   SSD 512GB   LED 14  DOS",Rs. 32900,AVS Infomedia6397301845
"HP FQ 5112 TU, HP 15s-fq5112TU Intel Core i5 12th Gen (15.6 inch, 16GB, 512GB, Windows 11 Home, MS Office Home and Student 2021, Intel Iris Xe Graphics, Full HD Display, Natural Silver,",Rs. 58900,""""
"Apple MacBook Air, Laptop with M2 chip: 34.46 cm (13.6-inch) Liquid Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone/iPad; Space Grey",Rs. 108990,Mashiva Tech.9990666322
"HP Pavilion x360, 12th Gen Intel Core i5-1235U 16GB RAM/512GB SSD 14-inch(35.6 cm) FHD,multitouch-Enabled,Micro-Edge Display/Intel Iris Xe Graphics/Backlit KB/B",Rs. 79949,""""
"Dell Inspiron 3511, Laptop, Intel Core i3-1115G4/8GB DDR4/512GB SSD/Windows 11   MSO21/",Rs. 39990,""""
"Lenovo V15, AMD Ryzen 3 Laptop (8GB/512GB SSD/Windows 11",Rs. 34999,""""
"Apple MacBook Air, Laptop M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Silver",Rs. 79999,""""
"HP ProBook 445 G8 Notebook, PC, AMD Ryzen™ 7 5800U Processor,14 inch(35.6cm) Anti-Glare FHD Laptop/8GB RAM/512GB SSD/AMD Radeon Graphics/DOS/1.37 Kgs 7K2J9PA",Rs. 66999,""""
"HP 240 G8, NEW BOX - HP 240-G8 Intel CORE I3-11TH/8GB/512 SSD/LED 14/DOS",Rs. 30500,AVS Infomedia6397301845
"LENOVO V15 AMD RYZEN 3 7320u, Lenovo V15 AMD RYZEN 3 7320u 12th Gen, 8GB RAM, 512GB SSD, Windows 11 Pro",Rs. 34000,Panacea Innovative Technologies9990666334
"HP Victus, Gaming Laptop AMD Ryzen 5 5600H,15.6inch(39.6cm) FHD Gaming Laptop/16GB RAM/512GB SSD/9ms Response Time/144Hz/AMD Radeon RX 6500M Graphics/Backlit KB/Win11/B",Rs. 70470,Mashiva Tech.9990666322
"Dell Inspiron 7420, 2in1 Laptop,12th Gen Intel i5-1235U, 8GB",Rs. 86490,""""
"Lenovo IdeaPad Gaming 3, AMD Ryzen 7 5800H Gaming Laptop (8GB/512GB SSD/Win 11/Office 2021/NVIDIA RTX 3050 4GB",Rs. 75990,""""
"Dell  G15, 5520 Gaming Laptop, Intel i5-12500H/16GB DDR5/1TB SSD/15.6 4 GB GDDR6/Win 11   MSO21",Rs. 75967,""""
"Apple  MacBook Air, Laptop with M2 chip: 38.91cm (15.3 inch) Liquid Retina Display, 8GB RAM 512GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera,Touch ID. Works with iPhone/iPad; Midnight",Rs. 154900,""""
"Dell Inspiron 5430, 13th Gen Laptop, Intel i5-1335U/16GB/1TB SSD Win 11 MSO21",Rs. 79499,""""
"HP  15s, AMD Ryzen 7 5700U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD Win 11, MSO 2021 ey2001AU",Rs. 56978,""""
"Lenovo Yoga Slim 7Pro, Intel Evo i7 Laptop(16GB/512GB SSD/90Hz Refresh/Win11/Office 2021",Rs. 99776,""""
"Apple MacBook Air, laptop with M2 chip: 38.91cm (15.3 inch) Liquid Retina display, 8GB RAM 512GB SSD storage, backlit keyboard, 1080p FaceTime HD camera,Touch ID. Works with iPhone/iPad; Starlight",Rs. 149890,Panacea Innovative Technologies9990666334
"HP Pavilion 15, AMD Ryzen 5 5625U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, AMD Radeon Graphics, FPR, Backlit KB, Audio by B",Rs. 68990,""""
"Dell Inspiron 5430, 13th Gen Laptop, Intel i7 16GB/1TB SSD/ Win 11 MSO21",Rs. 86949,""""
"Lenovo Yoga Slim 7 Pro, Intel Evo Core i5-11320H Laptop(16GB/512GB SSD/Win11/Office 2021",Rs. 66990,""""
"HP  16-d0333TX, Victus Gaming Laptop 11th Gen Intel Core i5-11400H 16.1 inch(40.9 cm) FHD IPS Gaming Laptop(16GB RAM/512GB SSD/NVIDIA GeForce GTX 1650 Graphics/Backlit KB/Win 11/B",Rs. 58967,Mashiva Tech.9990666322
"HP DV 2053, HP Pavilion Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-dv2053TU Thin and Light Laptop (14 Inch, Natural Silver, 1.41 kg, With MS Office)(Tax Included",Rs. 53500,AVS Infomedia6397301845
"HP DV 2041 TU, HP Pavilion DV2014TU Intel Core i5 12th Gen (14 inch, 16GB, 512GB, Windows 11 Home, MS Office Home and Student, Intel Iris Xe Graphics, FHD Display, Natural Silver",Rs. 63500,""""
"Acer  Nitro 5, Gaming Laptop AMD Ryzen™ 7 7735HS Octa-Core Processor- (16GB/ 512 GB SSD/NVIDIA GeForce RTX 3050 4GB Graphics/Windows 11 Home) AN515-47 with 39.6 Cm (15.6 Inch) IPS Display",Rs. 79970,Panacea Innovative Technologies9990666334
"HP Zbook Power G4-A, 15.6(39.6 cm) FHD Display Creator Laptop/AMD Ryzen 7 6800H/32GB RAM/1TB SSD/NVIDIA Quadro T600 (4 GB GDDR6 Dedicated)/Windows 11 Pro/Backlit Keyboard",Rs. 139999,Mashiva Tech.9990666322
"HP 240 G8, NEW BOX - HP 240-G8 Intel CORE I3-11TH/8GB/512 SSD/LED 14/DOS",Rs. 30500,AVS Infomedia6397301845
"HP 250 G, NEW BOX PACK CORE I3-11TH/8GB/512 SSD/LED 15.6 /DOS",Rs. 30200,""""
"Microsoft  Surface Pro9, 13 Inch (33.03 cm) Intel Evo 12 Gen i5 / 8GB / 256GB Graphite with Windows 11 Home, Wi-Fi, 365 Family 30-Day Trial",Rs. 113999,Mashiva Tech.9990666322
"Microsoft  Surface Pro X, Surface Pro X 1876 13 Inches Laptop (Qualcomm Sq1/8Gb/128Gb Ssd/Windows 10 Home Sq1 Adreno 685 Gpu Graphics, Wi-Fi), Matte Black",Rs. 81970,Panacea Innovative Technologies9990666334
"Dell Inspiron 5430, 13th Gen Laptop, Intel i7-1360P/16GB/1TB SSD Win 11 MSO21",Rs. 86929,Mashiva Tech.9990666322
"ASUS TUF Gaming F15, Intel Core i5-12500H 12th Gen, Gaming Laptop (8GB/512GB/4GB NVIDIA GeForce RTX 3050 /Win11",Rs. 73999,""""
"Apple MacBook Air, laptop with M2 chip: 38.91cm (15.3 inch) Liquid Retina display, 8GB RAM 512GB SSD storage, backlit keyboard, 1080p FaceTime HD camera,Touch ID Works with iPhone/iPad; Space Gray",Rs. 154990,""""
"HP ZBook Firefly, 12th Gen Intel Core i7-1255U  32 GB RAM/1 TB SSD/NVIDIA RTX A500 (4GB GDDR6) /Win 11",Rs. 157286,""""
"Lenovo Yoga Slim 7 Pro, Intel Evo Core i5-11320H Laptop(16GB/512GB SSD/Win11/Office 2021",Rs. 69999,""""
"HP  ZHAN 99 Mobile Workstation G4, book Power G4-A/15.6(39.6 cm) FHD Display/AMD Ryzen 5 6600H/16 GB RAM/1TB SSD/NVIDIA Quadro T600 (4 GB GDDR6 Dedicated)/Windows 11 Home/Microsoft Office 2021/Backlit Keyboard",Rs. 99970,""""
"ASUS X1502ZA, ASUS VIVOBOOK15 X1502ZA-EJ532WS Intel®Core™ i5-1235U / / / 8GB (4 * 2) DDR4 / 512GB PCIe® 3.0 SSD / 15.6-inch/FHD (1920 x ...
ASUS VIVOBOOK15 X1502ZA-EJ532WS Intel®Core™ i5-1235U / / / 8GB (4 * 2) DDR4 / 512GB PCIe® 3.0 SSD / 15.6-inch/FHD (1920 x 1080) 16:9 / / Quiet Blue / / / / Backlit",Rs. 52500,AVS Infomedia6397301845
"HP  HP ZBook Firefly G9, 12th Gen Intel Core i7-1255U 35.6 cm (14 Inch) WUXGA/IPS/Anti-Glare Display/32 GB RAM/1 TB SSD/NVIDIA RTX A500 (4GB GDDR6) /Win 11/B",Rs. 157268,Mashiva Tech.9990666322
"LENOVO V14, NEW 
LENOVO V14 CORE-I3 12TH GEN RAM 8GB SSD 512 LED 14 DOS NEW BOX PACK(Inclusive of all taxes)",Rs. 31700,AVS Infomedia6397301845
"HP DV 2041 TU, HP Pavilion 14 dv 2041 tu  12th Gen Intel Core i5 16GB RAM / 512GB SSD 14 inch (35.6cm) IPS Micro-Edge FHD Touch Laptop/Intel UHD Graphics / B",Rs. 63500,""""
"Apple MacBook Air, Laptop M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Gold",Rs. 81999,Mashiva Tech.9990666322
"Dell Vostro 5630, 13th Gen Laptop,Intel i7-1355U/16GB LPDDR5/512GB SSD Win 11   MSO21",Rs. 89999,""""
"Lenovo IdeaPad Slim 5, Intel Core i7 12th Gen Laptop (16GB/512GB SSD/Windows 11/Office 2021",Rs. 80999,""""
"HP  Pavilion 14, 12th Gen Intel Core i5 16GB RAM/512GB SSD 14 inch(35.6cm) IPS Micro-Edge FHD Touch Laptop/Intel UHD Graphics/B",Rs. 65973,Panacea Innovative Technologies9990666334
"Lenovo ThinkPad P14s, 11th Gen Intel Core i7 14-inch FHD IPS 300nits Laptop (16GB RAM/512GB SSD/Windows 11 Pro/NVIDIA T500 4GB",Rs. 109999,Mashiva Tech.9990666322
"LENOVO V14, LENOVO V14 CORE-I3 12TH GEN RAM 8GB SSD 512 LED 14 DOS NEW BOX PACK(Inclusive of all taxes)",Rs. 31200,AVS Infomedia6397301845
"Apple MacBook Air, Laptop M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Grey",Rs. 81990,Mashiva Tech.9990666322
"HP Pavilion 15-eg3036TU, Pavilion Laptop, 13th Gen Intel Core i7-1360P 15.6 inch(39.6cm) FHD, 16GB RAM, 1TB SSD, Intel Iris Xe Graphics, B",Rs. 97999,""""
